PERIOD_START_TIME,PLMN Name,PLMN_GID,DN,LTE_753C,LTE_5232A,LTE_5233A,LTE_5234A,LTE_5228C,LTE_5381A,LTE_5380A,LTE_5218F,M8013C5,LTE_5382A,LTE_5383A,LTE_5384A,LTE_5385A,LTE_5386A,LTE_5227C,M8013C27,LTE_5229E,M8013C6,LTE_5230E,M8013C7,LTE_1448B,M8013C65,LTE_1449B,M8013C66,LTE_1450B,M8013C67,LTE_1451B,M8013C68,LTE_1452B,M8013C69,LTE_5590C,LTE_5387A,M8013C39,LTE_5388A,M8013C40,LTE_5389A,M8013C41,LTE_5390A,M8013C42,LTE_5391A,M8013C33,LTE_5392C,M8013C30,LTE_5145A,LTE_5144A,LTE_5143A,M8008C4,LTE_5141A,LTE_5142A,LTE_5602A,LTE_5603A,LTE_5219B,LTE_227C,M8013C9,LTE_228C,M8013C10,LTE_229C,M8013C11,LTE_230C,M8013C12,LTE_231C,M8013C13,LTE_233C,M8013C15,LTE_234C,M8013C16,LTE_1095A,M8013C28,LTE_5003A,M8007C0,M8007C1,M8007C2,LTE_5117C,LTE_5017A,LTE_5118A,LTE_5112C,LTE_5113D,LTE_5205B,LTE_5550B,LTE_5551B,LTE_5552B,LTE_5641A,LTE_5642A,LTE_5643A,LTE_5644A,LTE_5645A,LTE_5206C,LTE_5204C,LTE_5553B,LTE_5554B,LTE_5555B,LTE_5646A,LTE_5647A,LTE_5648A,LTE_5649A,LTE_5650A,LTE_5217C,LTE_5393A,LTE_6007A,LTE_5086B,LTE_5087B,LTE_5088C,LTE_5761A,LTE_5762A,LTE_5763A,LTE_5089B,LTE_6021A,LTE_5600A,LTE_5601A,LTE_5693A,M8006C55,LTE_5694A,M8006C56,LTE_5695A,M8006C57,LTE_5696A,M8006C58,LTE_5620A,M8006C59,LTE_5621A,M8006C60,LTE_5622A,M8006C61,LTE_5623A,M8006C62,LTE_5624A,M8006C63,LTE_1483A,LTE_5625B,LTE_5626B,LTE_5627B,LTE_5697A,LTE_5698A,LTE_5394A,LTE_5610A,LTE_5395A,LTE_5611A,LTE_5396A,LTE_5612A,LTE_5397A,LTE_5613A,LTE_5398A,LTE_5614A,LTE_5399A,LTE_5615A,LTE_5400A,LTE_5616A,LTE_5401A,LTE_5617A,LTE_5402A,LTE_5618A,LTE_5023G,LTE_5024G,LTE_757E,LTE_758E,LTE_759E,LTE_760E,LTE_761E,LTE_5587E,LTE_5237E,LTE_5238E,LTE_5783B,LTE_5090E,LTE_5091E,LTE_5092F,LTE_5703C,LTE_5704C,LTE_5705C,LTE_5765C,LTE_5581B,LTE_5582B,LTE_5583B,LTE_5584B,LTE_5585B,LTE_5586B,LTE_5209D,LTE_762D,LTE_763D,LTE_764D,LTE_767D,LTE_771D,LTE_1440B,LTE_765D,LTE_766D,LTE_1514B,LTE_1439C,LTE_1441B,LTE_770D,LTE_1513C,LTE_1445C,LTE_5576A,LTE_5577A,LTE_5578A,LTE_5579A,LTE_5580A,LTE_5170A,LTE_5167A,LTE_5168A,LTE_5169A,LTE_5173A,LTE_5171A,LTE_5172A
2018/12/30,PLMN,100000,PLMN-PLMN,82515276,14174126,25390479,42933245,5096,12330,0,99.8696823119151901037087969020427199444,82407744,99.7317718214160082956790422210159554106,99.8843809732993627665460647104592257119,99.9222464452127901958840555942249061154,,99.8945660989456609894566098945660989457,97.6648351648351648351648351648351648352,0,0.0774692918678475970922038726501987341,63924,0.0000024237936258008759493211899333645809,2,0,0,0,0,0,0,0,0,0,0,0.0528326415583945935053286375725144517,0.000557847446819648703560275956344680441,7907,0.0669900446611943727989813022519029251,28761,0.0272818799519300128209475685748189311,6927,,0,0,0,0,0,0.6406209874216143800688945872333750378,57.3443704671700719686571374716470815944,42.0150085454083136512739679411195433678,1580966,392848,997045,33.7294144756519115519661416486276614888,2461,83514327,14.6447890312281388557438773349631375225,12230497,0.8565392618203101846225738010197938852,715333,0.0141867873760151357024046903952180564,11848,0.1739054904914698049353855177447577348,145236,83.984243805257509888093811736039015198,70138876,0.311304669916097150612253631643346656,259984,0.0150309539104589802896932881947309472,12553,0,0,99.3296320832272623463311898773637677891,277361424,275502082,1859144,99.8451425646599937274207235252475909884,99.9298078555007648024040970520596370728,113333195,99.9398921633103804656438051437259661852,99.4076011550729188700114333210023677318,700397,1157,6621,0,44305871,72668,414194,47648,67784635,112625016,99.8822096610922091328203861524249818317,92.3941227312013828867761452031114952463,0,,99.9374687837645715169441088292790813209,99.5734023228931579237078218748279848076,99.6702028518037441392197858974297068523,99.6830926796507723304231027535258562794,99.9373294552666692090324009268472124988,99.9360594985398270664840571476589179796,,0,0.0025764737330488212213553143013395149,0.0011276484352179429866068807113396918,0.000061764781271718316950298630511563713,0.0508200620303698311867057131849146228,0,0.0025014736415045918364870945357183304,0.0142888409702029489241876574643466109,0,68.4049134251769444218346208528798133113,30939,99.4771708068185278139041247830606821138,229903,98.7212276214833759590792838874680306905,391,,0,,0,97.6131643972451500972609221386888176226,19021,97.3947895791583166332665330661322645291,998,43.4456928838951310861423220973782771536,267,98.6301369863013698630136986301369863014,803,40.4817221855933356357204901991564890689,191106,73.8768647356205464994610035503707436795,0.0429389205155382393686622718304861816,0,25.7064017410602297458241899798639062214,0,0.0038419034145481582593013611637803426,0.267111691719418953829442309299336512696,17,0.000086541998916391367482846063310221401,2,0,0,0,0,7.79811404473937916137338931971162202665,373,0.010367927533169844570001058740125257226,10,0.04883622192355181122885026409684235583,12,0.008039796397630120654723593144963465948,6,11.4022207576983115644836837703550204935,472,99.647455345016248266083636794752612622,99.6575740423914503230047695844054017668,114738089,2.3430484361649077142987800677070715375,0.1753410761442959015989886322753728276,96.1132985228645389065177824253286979531,1.0157673098425057436680856694414703037,0,0.0055482883282115671283317260059996293,0.0037206476395122808782356484950694969,0.00084976140747820891456541515172001862,0.2243814606324844751423391756158671947,0.011245611734042389358602617130916308,0.0108351116079683007444894781191623298,0.00039742687365134693850444031711213179,0.0952194697961197523518105657137099433,0.000072338663405837271701466110351550303,0.00027453830087757518778267258747877525,0.724087794931361825205103992376014727006,0.056230848842062505296391572271732453093,0,,,0.797803600290526328994686290415269272779,99.5764183836994700583693465864010716057,699511,88.8090394575639268002933477815216629903,0.0161541419648868995626945108797431348,10.6828913340890993851419062745260617774,0.0683334500815569733713980194736037032,0,0.0020013981195435096803338332063398574,0.0137238728197269235222891419863304508,0.0867749041830650268544740540177352465,0.1975665858006521698729541065115487819,0.00057182803415528848009538091609710212,0.0025732261536987981604292141224369595,0.00014295700853882212002384522902427553,0.0025732261536987981604292141224369595,757591.266666666666666666666666666666667,232.466666666666666666666666666666666667,0,0,6865975.53333333333333333333333333333333,46.0536136691305253522319683476320443196,4271538,3858734,88.6336814094985557439305222904714344135,0,3567693,71034725
2018/12/31,PLMN,100000,PLMN-PLMN,81041642,14046341,25022612,41959014,4490,9185,0,99.8373811330229464008145343353235611885,80909853,99.3468975301112225596687422012608123354,99.9339855793560830576238040293320524643,99.9506606264765644769618775210197880221,,99.9237887860642351660315732172019597169,100,0,0.1621413346980309209430875055567112029,131402,0,0,0,0,0,0,0.00037264792833294271110647042418020109,302,0,0,0,0,0.00043928033935936293097319030135149532,0.0000057666263406249357038961249766042274,81,0.00057437002690292007338399324636179487,241,0.00013587710187889257923992906895571094,34,,0,0,0,0,0,0.6085135288124080153968074266953469942,58.4219301585994668752508670996161090127,40.9695563125881251093523254736885439931,1554608,377421,983394,33.782190476660588694723477545836084981,2169,82021500,14.7287991563187700785769584803984321184,12080782,0.8585346524996494821479733972190218418,704183,0.0171186822967148857311802393274934011,14041,0.1776290362892656193802844376169662832,145694,83.9129094200910736819004773138750205739,68826627,0.2901117389952634370256579067683473236,237954,0.014897313509262815237468224794718458,12219,0,0,99.3245302437641934090794030917433341058,270353037,268526884,1826006,99.8534184973886116416863908334180498662,99.8347130166788701096324124404466107584,111192664,99.8433262329620188334439128865919381686,99.3842807971075293511838522580765798961,653262,1155,6575,0,43482167,69121,411321,48318,66520742,110531669,99.8730983893139352970171232981560231576,91.6883116883116883116883116883116883117,0.1520912547528517110266159695817490494,,99.8345850610435307881504617743637293882,99.293991695721994762807251052502133939,99.0406519482350767405505675615881513465,99.6067718034686866178235854133035307753,99.8500557916206045927749873866409968788,99.8405036297787197983955168540882161112,,0,0.0030055939661630914787687792065131203,0.00084717819153968646708563435443906623,0.000072846532393539919144306138757499326,0.142986951009645744255214534656710806,0,0.0023760560318979316836945286246581879,0.0175749004448710753076300069580129855,0,68.0331700584848190851163602976563107725,51994,99.5424860380928125739026031907733168398,219884,99.3348115299334811529933481152993348115,451,,0,,0,97.4915581283164495899662325132657983599,18657,96.3855421686746987951807228915662650602,913,27.7591973244147157190635451505016722408,299,95.6834532374100719424460431654676258993,834,39.3869008116800245035479095410689672776,195890,72.4217720082027244763439285191152775743,0.0510381573165372784532005273180020507,0,27.1937252819686538743225428445876666178,0.00022887066061227479126995752160539036,0.0041196718910209462428592353888970265,0.25284867843170843286540188841930847234,17,0.000083677783318731452532589024221212843,2,2.7453674580542550803571342778695507E-7,1,0,0,7.78656917534667547007719530982846989878,388,0.009722434147925716518409791045964716304,7,0.048898588825710809570682436477624205368,19,0.007592339125318098482645065559654519095,7,11.4035873696238339706288692745037556398,489,99.669647687365980297177843580657476937,99.6795168761263009653601064870726503183,112613106,2.3974562960726791426923257049672353412,0.1635795393122360020866487778074427678,96.0738441935879115171550281190184027071,1.034767658393153635243840978864396121,0,0.0054718320263717794978499216600952291,0.0036407840487056630868524308351818304,0.00075657268524322559756055391989632184,0.2192346954714134250057892906354967245,0.0112393667571872140708027358733893726,0.0087831695184750520956237544855569475,0.00046175797690901092808860098397428093,0.0804195916592514551547845594455053926,0.000079919649849636506784565554918625546,0.00026462284061324087802000594850833792,0.728675071996535685345792970436910855035,0.056330958726046681348140110872235950902,0,0,,0.798994628564741089813077028913679835576,99.5896190173859835571565934697896107362,652077,89.039331244622950970514218412856150424,0.0167158173037846757361477248852512817,10.4449321169125732083787650844915554451,0.0886398385466747025274622475566535854,0,0.0016869173425837746155745410434657257,0.0167158173037846757361477248852512817,0.0788250467352781956732103723946711815,0.1967559045940893483438305598878660036,0.0015335612205307041959768554940597506,0.0030671224410614083919537109881195012,0.00015335612205307041959768554940597506,0.0010734928543714929371837988458418254,715769.816666666666666666666666666666667,230.216666666666666666666666666666666667,0.1,0,6846053.53333333333333333333333333333333,45.8026780179578037340505439521066288978,4157920,3748969,88.4346336286056246397342842792245014563,0,3489444,72188772
